CustomerID,Frequency,TotalQuantity,Revenue,FirstPurchase,LastPurchase,AverageUnitPrice,UniqueProducts,Country,CustomerTenure,Recency,AverageOrderValue,AverageQuantityPerOrder,WeekendPurchaseRatio,ReturnRate,AverageDaysBetweenOrders,CustomerType
12423.0,10,1793,2622.39,2010-08-31 09:31:00,2011-12-09 10:10:00,2.970242424242424,128,Denmark,465,0,262.239,179.3,0.0,0.0,51.111111111111114,Regular
12424.0,4,2025,3340.0299999999997,2010-06-09 15:15:00,2011-06-30 12:06:00,2.1891304347826086,78,Australia,385,162,835.0074999999999,506.25,0.0,0.0,192.5,Occasional
12425.0,2,1147,1741.41,2010-09-17 14:10:00,2011-09-22 17:31:00,2.4042857142857144,87,Portugal,370,77,870.705,573.5,0.0,0.0,370.0,New
12426.0,2,584,1345.21,2010-02-15 08:41:00,2011-05-29 12:26:00,3.5572727272727276,73,Germany,468,194,672.605,292.0,0.38961038961038963,0.0,468.0,New
12427.0,3,533,825.8000000000001,2010-12-03 10:44:00,2011-11-18 08:56:00,4.589032258064516,26,Germany,349,21,275.2666666666667,177.66666666666666,0.0,0.0,174.5,Occasional
12428.0,9,3536,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,4.627414965986395,258,Finland,257,25,884.0511111111111,392.8888888888889,0.034013605442176874,0.0,31.875,Regular
12429.0,8,2890,6204.41,2010-06-11 13:28:00,2011-11-30 17:22:00,3.1629411764705884,124,Denmark,537,8,775.55125,361.25,0.0,0.0,76.42857142857143,Regular
12430.0,1,117,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,6.225454545454546,11,Norway,0,42,256.4,117.0,0.0,0.0,0.0,New
12431.0,27,4600,10432.220000000001,2010-01-15 09:04:00,2011-11-04 11:55:00,3.760564102564103,244,Belgium,658,35,386.37851851851855,170.37037037037038,0.07692307692307693,0.0,24.923076923076923,Loyal
12432.0,5,1801,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,10.550833333333333,107,Norway,129,42,1011.8639999999999,360.2,0.0,0.0,32.0,Occasional
12433.0,10,13534,16794.14,2010-08-20 09:23:00,2011-12-09 10:02:00,2.2511270125223617,285,Norway,476,0,1679.414,1353.4,0.0,0.0,52.44444444444444,Regular
12434.0,3,532,1103.43,2010-11-23 13:38:00,2011-09-16 12:38:00,3.5964285714285715,62,Australia,296,84,367.81,177.33333333333334,0.0,0.0,147.5,Occasional
12435.0,6,4958,13925.93,2009-12-02 13:58:00,2011-09-21 09:06:00,3.729107142857143,88,Denmark,657,79,2320.9883333333332,826.3333333333334,0.0,0.0,131.2,Regular
12436.0,1,211,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,5.2675,16,Norway,0,99,509.01,211.0,0.0,0.0,0.0,New
12437.0,39,8000,12683.4,2009-12-02 16:24:00,2011-12-08 11:35:00,3.37190053285968,273,France,735,1,325.2153846153846,205.12820512820514,0.046181172291296625,0.0,18.86842105263158,Loyal
12438.0,2,1180,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,3.894897959183673,84,Norway,125,13,1453.425,590.0,0.0,0.0,125.0,New
12439.0,2,478,1142.88,2009-12-14 08:40:00,2010-01-26 12:11:00,3.706478873239437,69,Cyprus,43,682,571.44,239.0,0.0,0.0,43.0,New
12440.0,2,331,859.2,2009-12-22 12:03:00,2010-09-03 13:11:00,5.448125,21,Austria,255,461,429.6,165.5,0.0,0.0,255.0,New
12441.0,1,121,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,3.700909090909091,11,France,0,366,173.55,121.0,0.0,0.0,0.0,New
12442.0,1,182,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,3.34,12,Spain,0,2,172.06,182.0,0.0,0.0,0.0,New
12443.0,1,182,485.31,2009-12-07 15:42:00,2009-12-07 15:42:00,5.87047619047619,21,Norway,0,731,485.31,182.0,0.0,0.0,0.0,New
12444.0,5,1153,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,6.3586931818181816,138,Norway,149,20,1001.092,230.6,0.0,0.0,37.25,Occasional
12445.0,2,206,434.98,2010-10-15 12:28:00,2011-11-17 18:43:00,3.6370833333333334,24,Spain,398,21,217.49,103.0,0.0,0.0,398.0,New
12446.0,1,351,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,4.352631578947368,57,RSA,0,57,1002.3100000000001,351.0,0.0,0.0,0.0,New
12447.0,1,190,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,3.5742307692307693,26,Belgium,0,242,476.49,190.0,1.0,0.0,0.0,New
12448.0,1,243,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,5.951818181818182,22,Spain,0,43,449.45,243.0,0.0,0.0,0.0,New
12449.0,6,2282,4835.89,2010-09-27 09:37:00,2011-11-17 13:46:00,3.6448756218905474,125,Denmark,416,21,805.9816666666667,380.3333333333333,0.23880597014925373,0.0,82.8,Regular
12450.0,5,442,688.2,2010-08-22 13:11:00,2011-07-06 14:41:00,2.227837837837838,31,Spain,318,155,137.64000000000001,88.4,0.4594594594594595,0.0,79.0,Occasional
12451.0,8,9359,12669.88,2010-06-28 12:58:00,2011-11-29 08:40:00,2.3956947162426614,352,Switzerland,518,10,1583.735,1169.875,0.0,0.0,73.57142857142857,Regular
12452.0,2,185,430.57000000000005,2011-11-23 08:05:00,2011-11-23 10:28:00,4.485,21,Switzerland,0,16,215.28500000000003,92.5,0.0,0.0,0.0,New
12453.0,1,473,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,2.393255813953488,43,Austria,0,133,707.09,473.0,0.0,0.0,0.0,New
12454.0,5,7703,16679.78,2010-10-14 17:33:00,2011-10-14 17:13:00,9.969750000000001,24,Spain,364,55,3335.9559999999997,1540.6,0.0,0.0,90.5,Occasional
12455.0,10,3302,5879.95,2009-12-18 12:33:00,2011-09-27 15:31:00,3.915022026431718,199,Cyprus,648,72,587.995,330.2,0.0,0.0,71.44444444444444,Regular
12456.0,3,1633,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,3.62456,105,Switzerland,210,43,1060.3466666666666,544.3333333333334,0.36,0.0,104.5,Occasional
12457.0,8,1094,2995.91,2010-09-30 17:59:00,2011-10-04 13:13:00,5.619285714285714,63,Switzerland,368,65,374.48875,136.75,0.0,0.0,52.142857142857146,Regular
12458.0,4,986,1777.49,2010-08-09 10:33:00,2011-09-29 15:25:00,3.9648809523809527,71,Switzerland,416,70,444.3725,246.5,0.0,0.0,138.33333333333334,Occasional
12459.0,1,258,454.36,2010-04-13 14:53:00,2010-04-13 14:53:00,4.148695652173913,23,Spain,0,604,454.36,258.0,0.0,0.0,0.0,New
12460.0,1,170,326.65,2010-09-09 13:51:00,2010-09-09 13:51:00,4.381111111111111,18,Belgium,0,455,326.65,170.0,0.0,0.0,0.0,New
12461.0,2,287,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,4.258857142857143,35,Switzerland,60,93,413.44,143.5,0.0,0.0,60.0,New
12462.0,2,536,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,4.689516129032258,51,Spain,284,18,594.795,268.0,0.0,0.0,284.0,New
12463.0,4,776,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,3.0434939759036146,65,Belgium,188,52,336.195,194.0,0.0,0.0,62.0,Occasional
12464.0,8,112,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,11.832758620689654,6,Belgium,299,9,151.50625,14.0,0.0,0.0,42.285714285714285,Regular
12465.0,2,479,742.19,2011-06-23 13:37:00,2011-11-22 16:34:00,2.76,46,Belgium,152,16,371.095,239.5,0.0,0.0,152.0,New
12466.0,1,1,56.73,2010-01-26 16:26:00,2010-01-26 16:26:00,56.73,1,France,0,681,56.73,1.0,0.0,0.0,0.0,New
12467.0,1,129,132.8,2010-10-12 15:41:00,2010-10-12 15:41:00,1.6177777777777778,9,USA,0,422,132.8,129.0,0.0,0.0,0.0,New
12468.0,5,2201,3670.7400000000002,2010-01-26 10:09:00,2011-06-05 11:36:00,2.7754,127,Germany,495,187,734.148,440.2,0.17333333333333334,0.0,123.25,Occasional
12469.0,2,2552,3070.54,2010-06-21 10:30:00,2010-07-05 12:40:00,2.999605263157895,76,Thailand,14,522,1535.27,1276.0,0.0,0.0,14.0,New
12470.0,1,95,211.95,2010-01-19 11:01:00,2010-01-19 11:01:00,3.928260869565217,23,Unspecified,0,689,211.95,95.0,0.0,0.0,0.0,New
12471.0,79,16858,39918.19,2009-12-07 10:41:00,2011-12-07 15:43:00,3.8097709251101324,255,Germany,730,1,505.2935443037975,213.39240506329114,0.038766519823788544,0.0,9.207792207792208,Loyal
12472.0,19,10378,16249.29,2009-12-14 10:49:00,2011-11-07 14:01:00,2.39474435196195,397,Germany,693,31,855.2257894736842,546.2105263157895,0.13436385255648037,0.0,37.77777777777778,Loyal
12473.0,5,2414,3928.05,2011-06-01 10:15:00,2011-11-10 13:46:00,8.37125748502994,140,Germany,162,28,785.61,482.8,0.0,0.0,40.25,Occasional
12474.0,31,7940,12372.75,2010-02-11 09:41:00,2011-11-22 14:39:00,2.948375706214689,369,Germany,649,16,399.1209677419355,256.1290322580645,0.059322033898305086,0.0,21.133333333333333,Loyal
12475.0,2,771,1149.64,2010-10-26 08:49:00,2011-10-17 10:10:00,3.0937704918032787,54,Germany,356,53,574.82,385.5,0.0,0.0,356.0,New
12476.0,23,5631,14083.91,2010-07-26 09:04:00,2011-11-24 12:40:00,4.456634241245136,358,Germany,486,15,612.3439130434782,244.82608695652175,0.06809338521400778,0.0,21.727272727272727,Loyal
12477.0,9,6119,20276.37,2010-03-26 14:01:00,2011-11-17 09:51:00,4.182943262411348,295,Germany,600,22,2252.93,679.8888888888889,0.0,0.0,74.75,Regular
12478.0,1,236,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,4.537777777777778,36,Greece,0,3,680.99,236.0,0.0,0.0,0.0,New
12479.0,1,385,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,2.6687096774193546,31,Germany,0,10,527.2,385.0,0.0,0.0,0.0,New
12480.0,7,2952,5464.85,2010-07-20 13:21:00,2011-11-11 14:52:00,3.2431404958677685,177,Germany,479,27,780.6928571428572,421.7142857142857,0.0,0.0,79.5,Regular
12481.0,15,7158,12185.51,2010-04-11 13:10:00,2011-11-17 08:29:00,3.947184210526316,248,Germany,584,22,812.3673333333334,477.2,0.2026315789473684,0.0,41.285714285714285,Loyal
12482.0,29,27042,23691.4,2010-02-24 10:24:00,2010-05-12 16:51:00,9.930196078431372,42,Sweden,77,575,816.944827586207,932.4827586206897,0.24509803921568626,0.0,2.8461538461538463,Loyal
12483.0,19,2160,5097.18,2010-01-31 13:28:00,2011-11-22 17:02:00,6.209130434782609,68,Sweden,660,16,268.27263157894737,113.6842105263158,0.16666666666666666,0.0,36.166666666666664,Loyal
12484.0,12,3266,6354.1,2010-01-27 16:41:00,2011-11-07 11:37:00,3.0709978768577497,329,Spain,648,32,529.5083333333333,272.1666666666667,0.267515923566879,0.0,58.54545454545455,Loyal
12485.0,1,414,708.1,2010-06-28 15:22:00,2010-06-28 15:22:00,2.4105882352941173,34,Sweden,0,528,708.1,414.0,0.0,0.0,0.0,New
12486.0,1,523,1037.28,2010-10-04 12:14:00,2010-10-04 12:14:00,4.103673469387755,49,Sweden,0,431,1037.28,523.0,0.0,0.0,0.0,New
12487.0,1,174,285.3,2009-12-09 11:36:00,2009-12-09 11:36:00,2.0,2,Sweden,0,730,285.3,174.0,0.0,0.0,0.0,New
12488.0,3,529,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,3.7347272727272727,46,France,65,9,432.8866666666667,176.33333333333334,0.38181818181818183,0.0,32.5,Occasional
12489.0,1,105,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,5.908,15,France,0,335,334.93,105.0,0.0,0.0,0.0,New
12490.0,21,5906,9823.64,2009-12-01 12:52:00,2011-12-04 16:07:00,2.85982683982684,195,France,733,4,467.79238095238094,281.23809523809524,0.19696969696969696,0.0,36.25,Loyal
12491.0,1,260,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,3.376923076923077,25,France,0,38,460.40000000000003,260.0,0.0,0.0,0.0,New
12492.0,3,444,715.21,2010-11-01 14:58:00,2011-10-07 15:15:00,3.2607142857142852,38,Germany,340,62,238.40333333333334,148.0,0.0,0.0,169.5,Occasional
12493.0,2,207,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,4.309090909090909,20,France,31,165,216.87,103.5,0.0,0.0,31.0,New
12494.0,9,979,1815.27,2010-05-12 13:52:00,2011-11-24 09:34:00,3.8498148148148146,83,France,560,15,201.69666666666666,108.77777777777777,0.24074074074074073,0.0,69.375,Regular
12495.0,1,130,357.4,2010-03-09 10:53:00,2010-03-09 10:53:00,5.705882352941177,17,Sweden,0,640,357.4,130.0,0.0,0.0,0.0,New
12496.0,2,30,45.34,2010-03-29 13:57:00,2010-03-29 14:06:00,1.927,10,Spain,0,619,22.67,15.0,0.0,0.0,0.0,New
12497.0,3,5685,6248.5,2010-03-05 09:39:00,2011-09-19 12:29:00,1.8759649122807018,41,Germany,563,81,2082.8333333333335,1895.0,0.0,0.0,281.0,Occasional
12498.0,3,159,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,4.197826086956522,21,Germany,36,20,134.5666666666667,53.0,0.0,0.0,18.0,Occasional
12499.0,1,302,393.72,2010-05-28 15:12:00,2010-05-28 15:12:00,2.3296296296296295,27,Germany,0,559,393.72,302.0,0.0,0.0,0.0,New
12500.0,19,3377,5955.21,2010-02-04 15:05:00,2011-11-16 16:20:00,4.723698630136986,88,Germany,650,22,313.4321052631579,177.73684210526315,0.06164383561643835,0.0,35.72222222222222,Loyal
12501.0,1,1783,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,2.4126845637583894,149,Germany,0,336,2169.39,1783.0,0.0,0.0,0.0,New
12502.0,5,820,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,6.425238095238095,102,Spain,214,95,744.774,164.0,0.0,0.0,53.25,Occasional
12503.0,1,561,1126.0,2010-05-04 13:59:00,2010-05-04 13:59:00,115.8,2,Spain,0,583,1126.0,561.0,0.0,0.0,0.0,New
